Geneid gene_name AS-520695-LR-53526Aligned.sortedByCoord.out.bam AS-520698-LR-53526Aligned.sortedByCoord.out.bam AS-520694-LR-53526Aligned.sortedByCoord.out.bam AS-520699-LR-53526Aligned.sortedByCoord.out.bam AS-520697-LR-53526Aligned.sortedByCoord.out.bam AS-520696-LR-53526Aligned.sortedByCoord.out.bam
ENSMUSG00000024527 Afg3l2 10200 9596 9670 13306 9696 13661
ENSMUSG00000088753 Gm24900 0 0 0 0 0 0
ENSMUSG00000024530 Slmo1 1 0 0 2 2 2
ENSMUSG00000024533 Spire1 117 137 150 156 115 232
ENSMUSG00000091695 Gm17669 1 3 1 1 4 3
ENSMUSG00000073542 Cep76 868 720 786 1085 928 1303
ENSMUSG00000024537 Psmg2 1285 1322 1371 1761 1371 1642
ENSMUSG00000024539 Ptpn2 2268 2359 2577 2905 2365 3144
ENSMUSG00000097835 Gm26910 32 42 44 43 40 65
ENSMUSG00000079614 Seh1l 4002 3872 4124 5608 4573 5744
ENSMUSG00000024542 Cep192 3209 2549 3311 4812 3442 4179
ENSMUSG00000024544 Ldlrad4 297 279 324 400 248 359
ENSMUSG00000038121 Fam210a 4456 3702 4643 6142 4395 5962
ENSMUSG00000098253 Mir7219 0 0 0 0 0 0
ENSMUSG00000009535 Rnmt 1605 1401 1466 1824 1605 2021
ENSMUSG00000007480 Mc5r 1 0 0 3 2 2
ENSMUSG00000045569 Mc2r 0 0 0 0 0 0
ENSMUSG00000099300 Mir6356 0 0 0 0 0 0
ENSMUSG00000024546 4930546C10Rik 0 0 0 0 0 0
ENSMUSG00000098366 Mir145b 0 0 0 0 0 0
ENSMUSG00000088166 Gm23536 0 0 0 0 0 0
ENSMUSG00000098060 Gm4842 1 0 0 0 0 0
ENSMUSG00000053477 Tcf4 703 697 697 873 643 889
ENSMUSG00000088659 Gm24845 0 0 0 0 0 0
ENSMUSG00000064706 Gm22508 0 0 0 0 0 0
ENSMUSG00000038903 Ccdc68 483 454 429 514 379 581
ENSMUSG00000084948 1700061H18Rik 0 1 0 0 0 1
ENSMUSG00000086824 4930448D08Rik 1 2 1 1 2 3
ENSMUSG00000024511 Rab27b 1324 1796 1581 1659 1467 2216
ENSMUSG00000024512 Dynap 1 3 0 3 0 2
ENSMUSG00000044906 4930503L19Rik 193 109 140 139 187 205
ENSMUSG00000079608 Stard6 2 4 3 6 4 0
ENSMUSG00000038425 Poli 743 725 840 910 824 886
ENSMUSG00000098721 Mir6357 0 0 0 0 0 0
ENSMUSG00000024513 Mbd2 4836 4411 4790 6347 4779 5941
ENSMUSG00000060534 Dcc 0 0 0 1 0 0
ENSMUSG00000080635 Gm25509 0 0 0 0 0 0
ENSMUSG00000065922 n-R5-8s1 241 346 207 175 228 323
ENSMUSG00000037253 Mex3c 4291 3708 4424 5494 4016 6012
ENSMUSG00000064527 Gm26438 0 0 0 0 0 0
ENSMUSG00000076941 Gm22065 0 0 0 0 0 0
ENSMUSG00000024515 Smad4 6392 5607 6234 7734 6291 7680
ENSMUSG00000036941 Elac1 779 748 835 942 861 939
ENSMUSG00000024556 Me2 14347 14760 15349 20699 13364 18375
ENSMUSG00000064036 Mro 521 565 481 633 364 549
ENSMUSG00000024558 Mapk4 196 176 156 368 200 225
ENSMUSG00000090263 D730045A05Rik 0 0 0 1 0 2
ENSMUSG00000053861 Gm9925 1 5 1 0 0 0
ENSMUSG00000036223 Ska1 445 337 360 506 460 580
ENSMUSG00000024560 Cxxc1 6882 5180 5524 6837 6590 8168
ENSMUSG00000024561 Mbd1 2877 2476 2623 3284 3022 3840
ENSMUSG00000035394 Cfap53 11 10 4 11 6 6
ENSMUSG00000095419 Gm14328 1 0 1 0 1 0
ENSMUSG00000025885 Myo5b 13015 11056 11634 14890 11764 15289
ENSMUSG00000086333 1700120E14Rik 0 0 0 0 0 0
ENSMUSG00000088689 Scarna17 4 16 5 4 9 4
ENSMUSG00000089235 Gm23119 62 54 45 40 39 32
ENSMUSG00000036880 Acaa2 11662 14236 15394 17544 9034 14871
ENSMUSG00000088144 Gm24559 0 0 0 0 0 0
ENSMUSG00000076229 Gm25594 0 0 0 0 0 0
ENSMUSG00000053846 Lipg 5429 4078 4482 7174 5410 6546
ENSMUSG00000062328 Rpl17 370 243 326 336 312 401
ENSMUSG00000064871 Snord58b 39 15 12 28 29 41
ENSMUSG00000064647 Gm23301 31 7 16 23 24 23
ENSMUSG00000064844 Gm26202 28 6 12 10 17 23
ENSMUSG00000036299 BC031181 2692 2296 2229 2761 2581 3037
ENSMUSG00000035765 Dym 1774 1665 1808 2213 1876 2413
ENSMUSG00000098305 Gm27781 0 0 0 0 0 0
ENSMUSG00000094153 Gm8807 1 1 3 5 1 3
ENSMUSG00000102047 2010010A06Rik 24 12 24 10 18 30
ENSMUSG00000092569 Gm20544 17 13 12 17 20 15
ENSMUSG00000025880 Smad7 1548 1260 1214 1667 1436 1940
ENSMUSG00000052928 Ctif 887 718 716 997 856 1250
ENSMUSG00000097712 Gm10532 0 0 2 2 1 6
ENSMUSG00000097302 1700034B16Rik 0 0 0 0 0 0
ENSMUSG00000044646 Zbtb7c 12 17 16 13 20 53
ENSMUSG00000098276 Mir6358 0 0 0 0 0 0
ENSMUSG00000024563 Smad2 1866 1610 1964 2645 1924 2619
ENSMUSG00000091519 Skor2 0 0 0 0 0 0
ENSMUSG00000090000 Ier3ip1 855 804 796 919 815 1027
ENSMUSG00000025421 Hdhd2 1778 1725 1856 2290 1960 2643
ENSMUSG00000025420 Katnal2 8 11 17 13 16 15
ENSMUSG00000025423 Pias2 1686 1372 1577 2210 1770 2137
ENSMUSG00000073532 Gm7276 0 0 0 0 0 0
ENSMUSG00000025425 St8sia5 0 0 1 0 2 0
ENSMUSG00000082784 Gm15957 1 2 1 0 3 4
ENSMUSG00000032818 Loxhd1 0 0 0 0 0 0
ENSMUSG00000025427 Rnf165 61 4 1 9 47 4
ENSMUSG00000047466 8030462N17Rik 868 663 725 991 810 1095
ENSMUSG00000077593 Gm26014 0 0 0 0 0 0
ENSMUSG00000056682 4930465K10Rik 0 3 0 2 0 0
ENSMUSG00000097666 A330094K24Rik 0 1 2 0 0 2
ENSMUSG00000041840 Haus1 716 834 1008 1226 835 923
ENSMUSG00000025428 Atp5a1 116037 112759 118253 156093 117315 150625
ENSMUSG00000073529 F830208F22Rik 1 0 0 4 1 9
ENSMUSG00000025429 Pstpip2 556 521 653 776 478 723
ENSMUSG00000087838 Gm23954 0 0 0 0 0 0
ENSMUSG00000039840 Epg5 2152 1631 2094 2860 2013 2570
ENSMUSG00000091055 Siglec15 14 3 6 8 5 15
ENSMUSG00000059336 Slc14a1 1402 1517 1592 2359 944 2556
ENSMUSG00000024552 Slc14a2 0 0 0 0 0 3
ENSMUSG00000090451 Gm6133 2 0 1 1 1 2
ENSMUSG00000095883 Gm26430 0 0 0 0 0 0
ENSMUSG00000088733 Gm23895 0 0 0 0 0 0
ENSMUSG00000024548 Setbp1 106 81 108 132 114 111
ENSMUSG00000103866 Setbp1 0 0 0 0 0 0
ENSMUSG00000087717 Gm25824 0 0 0 0 0 0
ENSMUSG00000098165 Gm26977 1 1 5 4 4 1
ENSMUSG00000056214 Pard6g 108 134 130 157 109 163
ENSMUSG00000096597 Gm21886 0 0 0 0 0 0
ENSMUSG00000053950 Adnp2 1849 1714 1725 2393 1892 2354
ENSMUSG00000024570 Rbfa 3100 2635 2638 3114 2874 3256
ENSMUSG00000024571 Gm16286 4952 4501 4337 5964 4825 6071
ENSMUSG00000057130 Txnl4a 1457 1084 1189 1541 1542 2084
ENSMUSG00000078963 Hsbp1l1 53 84 79 41 36 69
ENSMUSG00000034006 Pqlc1 1097 1138 939 1355 962 1450
ENSMUSG00000059852 Kcng2 3 4 4 6 7 2
ENSMUSG00000102959 Gm37015 0 0 0 0 0 0
ENSMUSG00000097593 Gm26676 0 0 0 0 0 0
ENSMUSG00000102260 D330025C20Rik 0 0 0 0 0 0
ENSMUSG00000033323 Ctdp1 2817 2312 2327 3339 2722 3325
ENSMUSG00000033016 Nfatc1 827 654 716 1066 855 906
ENSMUSG00000024566 Atp9b 3514 2809 2850 3855 3028 3776
ENSMUSG00000092973 Gm25071 0 0 0 0 0 0
ENSMUSG00000024565 Sall3 3 2 4 1 2 1
ENSMUSG00000098880 Gm27238 0 0 0 0 0 0
ENSMUSG00000098720 Gm27239 0 0 0 0 0 0
ENSMUSG00000089257 Gm25718 0 0 0 0 0 0
ENSMUSG00000097181 4930594M17Rik 0 0 0 0 0 0
ENSMUSG00000077599 Gm26012 0 0 0 0 0 0
ENSMUSG00000093036 Mir5127 0 0 0 0 0 0
ENSMUSG00000058625 Gm17383 1 1 2 0 1 4
ENSMUSG00000087999 Gm25060 0 0 0 0 0 0
ENSMUSG00000024553 Galr1 29 30 36 47 24 61
ENSMUSG00000041607 Mbp 5288 4442 5046 6397 4925 6745
ENSMUSG00000061684 Rpl21-ps8 12 5 13 19 10 10
ENSMUSG00000041258 Zfp236 2720 1870 2400 3130 2588 3369
ENSMUSG00000097141 Gm10524 227 224 233 310 214 282
ENSMUSG00000092638 Mir5112 0 0 0 0 0 0
ENSMUSG00000101773 2210420H20Rik 0 3 2 2 0 3
ENSMUSG00000097738 4930445N18Rik 2 2 0 3 1 2
ENSMUSG00000058881 Zfp516 995 905 974 1347 988 1278
ENSMUSG00000100430 1700095A13Rik 0 0 0 0 0 0
ENSMUSG00000088143 Gm24720 0 0 0 0 0 0
ENSMUSG00000046982 Tshz1 1549 1583 1621 1971 1308 2098
ENSMUSG00000049090 Zadh2 3099 3682 3805 4960 3265 4440
ENSMUSG00000048410 Zfp407 1037 833 932 1292 1077 1354
ENSMUSG00000102951 Gm37216 0 0 0 1 3 0
ENSMUSG00000056162 Cndp1 283 385 440 508 202 356
ENSMUSG00000092056 Gm7289 1 1 0 0 0 1
ENSMUSG00000024644 Cndp2 6321 4827 5686 6940 5311 7461
ENSMUSG00000089760 D030046N08Rik 0 0 0 0 0 0
ENSMUSG00000047992 Fam69c 14 20 15 14 7 9
ENSMUSG00000089410 Gm22014 0 0 0 0 0 0
ENSMUSG00000065746 Gm25005 0 0 0 0 0 0
ENSMUSG00000088070 Gm22819 0 0 0 0 0 0
ENSMUSG00000024646 Cyb5a 8168 7792 7854 9230 6905 8151
ENSMUSG00000089744 Gm16146 0 0 0 0 0 0
ENSMUSG00000034391 Fbxo15 9 18 21 18 13 18
ENSMUSG00000024645 Timm21 1298 1205 1309 1597 1413 1633
ENSMUSG00000094440 Gm25453 0 0 0 0 0 0
ENSMUSG00000050321 Neto1 58 75 54 83 55 92
ENSMUSG00000024647 Cbln2 0 0 1 0 0 0
ENSMUSG00000069324 Gm5096 0 0 0 0 0 0
ENSMUSG00000077641 Gm24987 0 0 0 0 0 0
ENSMUSG00000056153 Socs6 982 889 980 1284 913 1176
ENSMUSG00000023066 Rttn 791 554 748 1072 966 1110
ENSMUSG00000098676 Mir6359 0 0 0 0 0 0
ENSMUSG00000034028 Cd226 0 1 1 0 1 0
ENSMUSG00000043498 9330132A10Rik 0 0 0 0 0 0
ENSMUSG00000073514 Dok6 0 0 0 0 0 1
ENSMUSG00000089885 Gm16296 1 0 0 3 0 2
ENSMUSG00000090047 Gm16297 2 2 5 2 2 5
ENSMUSG00000092792 Gm22694 0 0 0 0 0 0
ENSMUSG00000098126 Gm27037 1 1 5 3 1 1
ENSMUSG00000089008 Gm23859 0 0 0 0 0 0
ENSMUSG00000091697 Eif3s6-ps2 0 2 0 2 2 0
ENSMUSG00000077402 Gm25418 0 0 0 0 0 0
ENSMUSG00000024614 Tmx3 765 748 855 986 827 1053
ENSMUSG00000100969 1700030N03Rik 0 0 0 0 0 0
ENSMUSG00000093983 Gm25431 0 0 0 0 0 0
ENSMUSG00000024831 Ighmbp2 1309 1118 1086 1359 1262 1442
ENSMUSG00000024829 Mrpl21 2582 2243 2358 2901 2629 3299
ENSMUSG00000099261 Mir6984 0 1 0 0 0 0
ENSMUSG00000024900 Cpt1a 15307 18120 17959 25334 15683 16695
ENSMUSG00000024905 Mtl5 32 34 23 32 17 30
ENSMUSG00000024907 Gal 0 2 1 1 1 3
ENSMUSG00000024908 Ppp6r3 8659 7456 8455 10894 8774 11468
ENSMUSG00000075908 Gm23940 0 0 0 0 0 0
ENSMUSG00000024913 Lrp5 10515 8701 8602 12475 10052 14008
ENSMUSG00000035372 1810055G02Rik 1555 966 1067 1474 1009 1958
ENSMUSG00000045098 Suv420h1 3026 2495 2823 3362 2908 3894
ENSMUSG00000082848 Gm16066 0 0 1 0 1 3
ENSMUSG00000024843 Chka 7850 4744 5032 6320 5352 7696
ENSMUSG00000001750 Tcirg1 8611 5110 5198 7379 8520 8926
ENSMUSG00000059734 Ndufs8 9464 8146 7953 9722 8710 10006
ENSMUSG00000024885 Aldh3b1 939 555 553 696 594 535
ENSMUSG00000036908 Unc93b1 3986 3492 3050 4323 4151 4080
ENSMUSG00000037263 Aldh3b3 4 3 1 4 4 0
ENSMUSG00000075296 Aldh3b2 42 51 47 69 46 49
ENSMUSG00000024866 Acy3 1103 994 1036 1395 842 1132
ENSMUSG00000037477 Tbx10 1 0 1 1 1 5
ENSMUSG00000024869 Nudt8 1271 1067 1039 1293 1151 1432
ENSMUSG00000086107 Gm16312 0 0 0 0 3 0
ENSMUSG00000024871 Doc2g 345 202 199 224 221 316
ENSMUSG00000037916 Ndufv1 16281 14918 14785 19394 15672 18355
ENSMUSG00000060803 Gstp1 5385 4780 4549 5580 4433 5508
ENSMUSG00000038155 Gstp2 1156 518 564 1085 830 732
ENSMUSG00000058216 BC021614 708 773 704 894 571 685
ENSMUSG00000104921 ACEA_U3 0 0 0 0 0 0
ENSMUSG00000064400 Gm23927 0 0 0 0 0 0
ENSMUSG00000024857 Cabp2 0 0 0 0 1 0
ENSMUSG00000024856 Cdk2ap2 7169 5301 5592 6936 6908 9401
ENSMUSG00000024851 Pitpnm1 3374 2088 2035 2646 2537 2896
ENSMUSG00000024847 Aip 1381 1139 1110 1310 1351 1757
ENSMUSG00000024845 Tmem134 3017 2854 2626 3283 2672 3480
ENSMUSG00000024842 Cabp4 0 1 0 6 3 4
ENSMUSG00000044724 Gpr152 5 5 3 2 1 4
ENSMUSG00000024835 Coro1b 16122 14895 14305 18679 15293 18480
ENSMUSG00000045826 Ptprcap 59 36 19 60 60 59
ENSMUSG00000024830 Rps6kb2 2076 1655 1586 2070 1763 2098
ENSMUSG00000075289 Carns1 25 16 31 29 15 33
ENSMUSG00000097233 Gm17552 2 1 4 2 0 2
ENSMUSG00000040247 Tbc1d10c 32 26 19 46 27 42
ENSMUSG00000040385 Ppp1ca 16146 14313 14261 18798 15902 19303
ENSMUSG00000024824 Rad9a 1424 1082 1147 1680 1518 1943
ENSMUSG00000040663 Clcf1 3 3 6 5 4 13
ENSMUSG00000093346 Gm26115 0 0 0 0 0 0
ENSMUSG00000024854 Pold4 695 635 624 641 561 632
ENSMUSG00000034616 Ssh3 5807 4622 4467 5768 5604 6411
ENSMUSG00000099290 Mir6985 1 0 0 0 1 0
ENSMUSG00000005986 Ankrd13d 43 28 32 43 33 71
ENSMUSG00000024858 Adrbk1 7640 6408 6162 7909 7695 10071
ENSMUSG00000054611 Kdm2a 8268 6784 7398 9650 7217 10096
ENSMUSG00000041845 Rhod 414 282 325 458 351 488
ENSMUSG00000087132 A930001C03Rik 53 23 29 52 48 39
ENSMUSG00000049303 Syt12 48 15 35 31 36 47
ENSMUSG00000042041 2010003K11Rik 2061 867 1086 1974 1043 1194
ENSMUSG00000024892 Pcx 1800 1650 1538 1910 1611 1624
ENSMUSG00000045045 Lrfn4 1486 1291 1225 1829 1407 1652
ENSMUSG00000024889 Rce1 1674 1505 1446 1942 1597 2268
ENSMUSG00000098346 Mir6986 1 0 0 2 2 6
ENSMUSG00000071691 Gm960 2 1 2 2 0 0
ENSMUSG00000067889 Sptbn2 121 258 249 176 92 251
ENSMUSG00000096370 Gm21992 81 78 89 82 70 92
ENSMUSG00000033760 Rbm4b 374 261 321 368 362 576
ENSMUSG00000103651 Gm37206 83 41 83 73 64 96
ENSMUSG00000094936 Rbm4 81 83 90 104 79 119
ENSMUSG00000006456 Rbm14 5596 3558 3905 5137 5296 6968
ENSMUSG00000095913 Gm21844 1 0 0 1 0 0
ENSMUSG00000034108 Ccs 3178 2984 2806 3749 2738 3249
ENSMUSG00000067872 Ccdc87 2 1 3 4 1 2
ENSMUSG00000083282 Ctsf 121 189 150 177 87 131
ENSMUSG00000006457 Actn3 22 7 8 13 15 7
ENSMUSG00000006463 Zdhhc24 532 501 439 547 535 697
ENSMUSG00000006464 Bbs1 113 189 161 219 187 170
ENSMUSG00000088661 Gm25334 0 0 0 0 0 0
ENSMUSG00000063904 Dpp3 10149 9105 8643 11042 9820 11454
ENSMUSG00000024901 Peli3 22 32 42 30 19 24
ENSMUSG00000024902 Mrpl11 2375 2098 2274 2773 2419 2904
ENSMUSG00000045903 Npas4 4 35 28 20 3 36
ENSMUSG00000024891 Slc29a2 513 435 439 700 558 730
ENSMUSG00000047379 B4gat1 786 667 707 932 720 1000
ENSMUSG00000080268 Brms1 2598 1969 1852 2675 2351 2612
ENSMUSG00000024883 Rin1 317 291 293 470 368 511
ENSMUSG00000056481 Cd248 1 2 0 2 1 0
ENSMUSG00000061451 Tmem151a 33 32 21 24 34 57
ENSMUSG00000024875 Yif1a 3478 3393 3185 4247 3257 4228
ENSMUSG00000024873 Cnih2 22 27 10 24 30 21
ENSMUSG00000024870 Rab1b 9065 7602 7584 9983 8282 9504
ENSMUSG00000024862 Klc2 1060 1093 1010 1219 947 1308
ENSMUSG00000024855 Pacs1 1026 986 1048 1526 994 1286
ENSMUSG00000098803 Gm27468 0 0 0 0 0 0
ENSMUSG00000024853 Sf3b2 18192 15909 16221 21667 18626 23050
ENSMUSG00000047658 Gal3st3 0 1 1 0 0 1
ENSMUSG00000038498 Catsper1 0 0 0 0 0 0
ENSMUSG00000024846 Cst6 456 357 417 424 355 496
ENSMUSG00000024844 Banf1 9948 8603 8823 11170 10055 11974
ENSMUSG00000024841 Eif1ad 4146 3375 3699 5386 4171 5618
ENSMUSG00000039148 Sart1 9540 7040 6857 8266 8434 10256
ENSMUSG00000039330 Tsga10ip 35 38 29 27 35 27
ENSMUSG00000086938 4930481A15Rik 269 312 347 316 225 322
ENSMUSG00000051133 Gm6293 4 3 0 0 1 3
ENSMUSG00000024914 Drap1 5958 4999 5000 5919 5249 6360
ENSMUSG00000047423 AI837181 1761 1639 1604 1978 1653 1971
ENSMUSG00000088909 Gm25432 0 0 1 0 0 2
ENSMUSG00000024912 Fosl1 828 343 399 738 411 636
ENSMUSG00000095098 Ccdc85b 459 314 316 299 376 621
ENSMUSG00000024911 Fibp 2162 2316 2071 2696 1824 2039
ENSMUSG00000024910 Ctsw 5 5 3 5 2 8
ENSMUSG00000024909 Efemp2 135 88 105 100 110 211
ENSMUSG00000024906 Mus81 863 826 810 990 836 1089
ENSMUSG00000056201 Cfl1 20396 16593 17338 23307 18909 23046
ENSMUSG00000056185 Snx32 19 19 14 14 11 27
ENSMUSG00000100937 1700020D05Rik 3 1 0 0 1 0
ENSMUSG00000024922 Ovol1 5523 6401 4763 7601 4664 6508
ENSMUSG00000049562 Ap5b1 731 602 612 763 592 898
ENSMUSG00000024925 Rnaseh2c 3341 2577 2582 2837 3331 3533
ENSMUSG00000024926 Kat5 2793 2422 2522 3387 2637 3146
ENSMUSG00000024927 Rela 4323 3133 3108 4519 3789 4545
ENSMUSG00000056917 Sipa1 518 335 369 448 428 671
ENSMUSG00000054874 Pcnxl3 9306 6914 7772 9891 9246 12155
ENSMUSG00000098568 Mir6987 0 0 0 0 0 0
ENSMUSG00000004054 Map3k11 8981 7154 7039 9447 8352 10344
ENSMUSG00000024936 Kcnk7 41 11 4 18 36 29
ENSMUSG00000024937 Ehbp1l1 2543 1870 1868 2296 1919 2663
ENSMUSG00000089766 Gm16538 0 0 1 0 0 0
ENSMUSG00000024939 Fam89b 0 0 1 0 0 0
ENSMUSG00000079478 Sssca1 1408 1165 981 1400 1452 1465
ENSMUSG00000024940 Ltbp3 7 24 17 9 6 26
ENSMUSG00000024941 Scyl1 4518 3667 3478 4431 4167 5284
ENSMUSG00000092341 Malat1 4279 3171 5012 5491 4245 6013
ENSMUSG00000092267 Gm20417 0 0 0 0 0 0
ENSMUSG00000098462 Gm27694 0 0 0 0 0 0
ENSMUSG00000102349 Gm37376 0 0 0 0 0 1
ENSMUSG00000098865 Gm27702 0 0 0 0 0 0
ENSMUSG00000092274 Neat1 11326 3975 4921 5889 6418 10094
ENSMUSG00000098543 Gm27533 0 0 0 0 0 0
ENSMUSG00000098974 Gm27505 0 0 0 0 0 0
ENSMUSG00000098986 Gm28006 0 0 0 0 0 0
ENSMUSG00000043488 Frmd8os 4 10 8 5 4 9
ENSMUSG00000024816 Frmd8 4009 3635 3726 4505 3536 4540
ENSMUSG00000024818 Slc25a45 3695 3823 4388 4974 2841 4814
ENSMUSG00000044390 Tigd3 187 157 175 203 176 247
ENSMUSG00000024826 Dpf2 3955 3515 3642 4576 3783 5280
ENSMUSG00000045664 Cdc42ep2 384 253 337 318 314 457
ENSMUSG00000024833 Pola2 3873 3259 3485 4729 3820 4866
ENSMUSG00000037451 Slc22a20 0 0 0 0 0 0
ENSMUSG00000024942 Capn1 10384 10036 10775 12109 9071 14347
ENSMUSG00000097404 Gm10814 6 15 18 17 12 6
ENSMUSG00000094281 Gm8034 25 22 24 36 27 41
ENSMUSG00000024807 Syvn1 8619 4924 4547 6515 7199 11825
ENSMUSG00000098928 Mir6988 2 0 5 1 2 4
ENSMUSG00000007338 Mrpl49 3654 3222 3084 4067 3501 4392
ENSMUSG00000038274 Fau 217 160 132 186 223 241
ENSMUSG00000075227 Znhit2 1371 1114 1069 1414 1390 1523
ENSMUSG00000024799 Tm7sf2 1159 1025 978 1166 1090 1672
ENSMUSG00000024797 Vps51 2763 2525 2506 3070 2728 3321
ENSMUSG00000100621 Gm28374 0 0 0 0 0 0
ENSMUSG00000047733 BC048609 17 13 10 15 10 12
ENSMUSG00000024792 Zfpl1 1248 1116 1149 1518 1192 1519
ENSMUSG00000024791 Cdca5 2011 1419 1673 2568 2155 2635
ENSMUSG00000054999 Naaladl1 3131 1670 2035 4930 2741 3111
ENSMUSG00000024790 Sac3d1 1352 1081 1071 1320 1233 1904
ENSMUSG00000024787 Snx15 1503 1221 1230 1557 1424 1931
ENSMUSG00000024944 Arl2 1398 1237 1206 1415 1236 1347
ENSMUSG00000039699 Batf2 1624 733 762 1388 1430 1212
ENSMUSG00000084742 n-R5s19 0 0 0 0 0 0
ENSMUSG00000083458 Gm5510 2 0 2 0 0 1
ENSMUSG00000024786 1700123I01Rik 15 5 3 14 7 6
ENSMUSG00000024784 Gpha2 0 0 0 1 0 2
ENSMUSG00000024777 Ppp2r5b 1980 1368 1388 1674 1492 2129
ENSMUSG00000024773 Atg2a 5690 3869 4050 4983 4703 5414
ENSMUSG00000065582 Mir194-2 3 10 2 2 2 4
ENSMUSG00000065523 Mir192 10 8 6 6 9 20
ENSMUSG00000085196 Gm14963 11 1 3 10 7 7
ENSMUSG00000024772 Ehd1 5291 4361 4730 6100 4860 6852
ENSMUSG00000024769 Cdc42bpg 9633 7544 7539 10945 9104 10950
ENSMUSG00000024947 Men1 3432 2759 2807 3842 3888 4893
ENSMUSG00000024948 Map4k2 1355 989 946 1480 1164 1545
ENSMUSG00000099230 Mir6989 0 0 2 0 0 4
ENSMUSG00000079467 Gm14966 24 19 17 16 28 23
ENSMUSG00000024949 Sf1 20057 14490 15767 21308 19763 25087
ENSMUSG00000032648 Pygm 137 68 64 82 102 110
ENSMUSG00000032946 Rasgrp2 16 10 5 12 10 14
ENSMUSG00000084876 Gm14965 0 0 0 0 0 0
ENSMUSG00000033768 Nrxn2 5 7 13 3 8 13
ENSMUSG00000052188 Gm14964 5 16 4 7 5 8
ENSMUSG00000061742 Slc22a12 2 0 1 1 0 0
ENSMUSG00000085694 Gm14967 0 0 0 0 0 0
ENSMUSG00000092802 Gm26460 0 0 0 0 0 0
ENSMUSG00000084221 Hmgb1-ps4 1 3 3 2 4 5
ENSMUSG00000084825 2410152P15Rik 0 0 0 0 0 0
ENSMUSG00000085285 Gm14968 16 10 11 29 18 17
ENSMUSG00000024952 Rps6ka4 2220 1628 1639 2388 2215 2404
ENSMUSG00000104884 mmu-mir-5046 0 0 0 0 0 0
ENSMUSG00000047810 Ccdc88b 133 100 91 108 175 119
ENSMUSG00000024953 Prdx5 6444 5142 5663 6543 5263 6731
ENSMUSG00000038812 Trmt112 530 491 461 626 516 659
ENSMUSG00000024955 Esrra 11544 10378 9536 12660 10707 12876
ENSMUSG00000098413 Mir6990 0 0 0 0 0 0
ENSMUSG00000050623 Tex40 2 1 1 1 1 3
ENSMUSG00000024957 Kcnk4 5 4 4 4 0 1
ENSMUSG00000024958 Gpr137 1322 1021 988 1231 1287 1807
ENSMUSG00000024959 Bad 2840 2284 2315 2724 2460 2982
ENSMUSG00000024960 Plcb3 66364 57520 59097 79401 62034 80119
ENSMUSG00000056612 Ppp1r14b 1889 1669 1551 2135 1844 2253
ENSMUSG00000056629 Fkbp2 4712 3615 3634 4361 4561 4992
ENSMUSG00000024962 Vegfb 1222 1126 1108 1413 1241 1569
ENSMUSG00000024963 Dnajc4 1133 1160 1056 1198 1036 1335
ENSMUSG00000037349 Nudt22 921 584 529 1037 944 782
ENSMUSG00000047656 Trpt1 206 263 252 272 182 205
ENSMUSG00000024965 Fermt3 28 13 14 19 18 28
ENSMUSG00000024966 Stip1 10591 7000 8181 11062 12569 24238
ENSMUSG00000036278 Macrod1 1313 1728 1676 1717 1142 1632
ENSMUSG00000047787 Flrt1 46 38 23 60 36 56
ENSMUSG00000024767 Otub1 3932 3272 3233 4189 3518 4155
ENSMUSG00000035885 Cox8a 17998 15648 15909 19588 17260 21320
ENSMUSG00000024764 Naa40 3465 3109 3524 5333 3984 5301
ENSMUSG00000096774 Gm22113 0 0 0 0 0 0
ENSMUSG00000088680 Gm23997 0 0 0 0 0 0
ENSMUSG00000024968 Rcor2 404 411 423 518 394 563
ENSMUSG00000024969 Mark2 12537 10345 10090 14396 11864 14264
ENSMUSG00000091558 Gm17227 0 0 0 0 0 0
ENSMUSG00000024970 AI846148 967 852 763 1019 889 1214
ENSMUSG00000099923 1700105P06Rik 0 5 1 7 8 0
ENSMUSG00000095690 Rab11b-ps2 25 26 14 16 34 38
ENSMUSG00000053080 2700081O15Rik 600 649 709 592 518 963
ENSMUSG00000098293 Mir6991 1 0 0 1 0 1
ENSMUSG00000024758 Rtn3 8903 7994 8851 10831 8390 11954
ENSMUSG00000024759 Atl3 2233 2078 2318 3422 2149 2495
ENSMUSG00000060675 Pla2g16 3189 2319 2405 3273 3408 2818
ENSMUSG00000024972 Lgals12 1023 1008 1102 1641 1239 1286
ENSMUSG00000024973 Hrasls5 1 7 3 0 4 4
ENSMUSG00000024761 Gm16437 16 14 16 28 19 16
ENSMUSG00000024757 Slc22a19 0 0 0 0 0 0
ENSMUSG00000083160 Gm15967 0 0 0 0 0 0
ENSMUSG00000081596 Gm15968 0 0 0 0 0 0
ENSMUSG00000053303 Slc22a26 0 0 0 0 0 0
ENSMUSG00000067656 Slc22a27 0 0 0 0 0 0
ENSMUSG00000076136 Gm24951 8 12 17 17 10 8
ENSMUSG00000063590 Slc22a28 0 0 0 0 0 0
ENSMUSG00000075044 Slc22a29 0 0 0 2 0 0
ENSMUSG00000052562 Slc22a30 0 0 0 0 0 0
ENSMUSG00000086174 Gm6425 1 1 0 0 1 1
ENSMUSG00000063796 Slc22a8 0 1 2 0 1 0
ENSMUSG00000024650 Slc22a6 0 0 0 0 0 0
