gs_cat,gs_subcat,gs_name,gene_symbol,entrez_gene,ensembl_gene,human_gene_symbol,human_entrez_gene,human_ensembl_gene,gs_id,gs_pmid,gs_geoid,gs_exact_source,gs_url,gs_description,taxon_id,ortholog_sources,num_ortholog_sources
H,"",HALLMARK_INTERFERON_ALPHA_RESPONSE,Procr,19124,ENSMUSG00000027611,PROCR,10544,ENSG00000101000,M5911,"","","","",Genes up-regulated in response to alpha interferon proteins.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther,10
H,"",HALLMARK_INTERFERON_ALPHA_RESPONSE,Psma3,19167,ENSMUSG00000060073,PSMA3,5684,ENSG00000100567,M5911,"","","","",Genes up-regulated in response to alpha interferon proteins.,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,11
H,"",HALLMARK_INTERFERON_ALPHA_RESPONSE,Psmb8,16913,ENSMUSG00000024338,PSMB8,5696,ENSG00000204264,M5911,"","","","",Genes up-regulated in response to alpha interferon proteins.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INTERFERON_ALPHA_RESPONSE,Psmb9,16912,ENSMUSG00000096727,PSMB9,5698,ENSG00000240065,M5911,"","","","",Genes up-regulated in response to alpha interferon proteins.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_INTERFERON_ALPHA_RESPONSE,Psme1,19186,ENSMUSG00000022216,PSME1,5720,ENSG00000092010,M5911,"","","","",Genes up-regulated in response to alpha interferon proteins.,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,11
H,"",HALLMARK_INTERFERON_ALPHA_RESPONSE,Psme2,19188,ENSMUSG00000079197,PSME2,5721,ENSG00000100911,M5911,"","","","",Genes up-regulated in response to alpha interferon proteins.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_INTERFERON_ALPHA_RESPONSE,Ripk2,192656,ENSMUSG00000041135,RIPK2,8767,ENSG00000104312,M5911,"","","","",Genes up-regulated in response to alpha interferon proteins.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,11
H,"",HALLMARK_INTERFERON_ALPHA_RESPONSE,Rnf31,268749,ENSMUSG00000047098,RNF31,55072,ENSG00000092098,M5911,"","","","",Genes up-regulated in response to alpha interferon proteins.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INTERFERON_ALPHA_RESPONSE,Rsad2,58185,ENSMUSG00000020641,RSAD2,91543,ENSG00000134321,M5911,"","","","",Genes up-regulated in response to alpha interferon proteins.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INTERFERON_ALPHA_RESPONSE,Rtp4,67775,ENSMUSG00000033355,RTP4,64108,ENSG00000136514,M5911,"","","","",Genes up-regulated in response to alpha interferon proteins.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoMCL|Panther|PhylomeDB|Treefam,11
H,"",HALLMARK_INTERFERON_ALPHA_RESPONSE,Samd9l,209086,ENSMUSG00000047735,SAMD9,54809,ENSG00000205413,M5911,"","","","",Genes up-regulated in response to alpha interferon proteins.,10090,OrthoDB|OrthoMCL,2
H,"",HALLMARK_INTERFERON_ALPHA_RESPONSE,Samd9l,209086,ENSMUSG00000047735,SAMD9L,219285,ENSG00000177409,M5911,"","","","",Genes up-regulated in response to alpha interferon proteins.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_INTERFERON_ALPHA_RESPONSE,Sell,20343,ENSMUSG00000026581,SELL,6402,ENSG00000188404,M5911,"","","","",Genes up-regulated in response to alpha interferon proteins.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INTERFERON_ALPHA_RESPONSE,Slc25a28,246696,ENSMUSG00000040414,SLC25A28,81894,ENSG00000155287,M5911,"","","","",Genes up-regulated in response to alpha interferon proteins.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INTERFERON_ALPHA_RESPONSE,Sp110,109032,ENSMUSG00000070034,SP110,3431,ENSG00000135899,M5911,"","","","",Genes up-regulated in response to alpha interferon proteins.,10090,Ensembl|HGNC|HomoloGene|Inparanoid|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,9
H,"",HALLMARK_INTERFERON_ALPHA_RESPONSE,Stat2,20847,ENSMUSG00000040033,STAT2,6773,ENSG00000170581,M5911,"","","","",Genes up-regulated in response to alpha interferon proteins.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_INTERFERON_ALPHA_RESPONSE,Tap1,21354,ENSMUSG00000037321,TAP1,6890,ENSG00000168394,M5911,"","","","",Genes up-regulated in response to alpha interferon proteins.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INTERFERON_ALPHA_RESPONSE,Tdrd7,100121,ENSMUSG00000035517,TDRD7,23424,ENSG00000196116,M5911,"","","","",Genes up-regulated in response to alpha interferon proteins.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB,11
H,"",HALLMARK_INTERFERON_ALPHA_RESPONSE,Tent5a,212943,ENSMUSG00000032265,TENT5A,55603,ENSG00000112773,M5911,"","","","",Genes up-regulated in response to alpha interferon proteins.,10090,EggNOG|Ensembl|HGNC|HomoloGene|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,10
H,"",HALLMARK_INTERFERON_ALPHA_RESPONSE,Tmem140,68487,ENSMUSG00000057137,TMEM140,55281,ENSG00000146859,M5911,"","","","",Genes up-regulated in response to alpha interferon proteins.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INTERFERON_ALPHA_RESPONSE,Trafd1,231712,ENSMUSG00000042726,TRAFD1,10906,ENSG00000135148,M5911,"","","","",Genes up-regulated in response to alpha interferon proteins.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INTERFERON_ALPHA_RESPONSE,Trim14,74735,ENSMUSG00000039853,TRIM14,9830,ENSG00000106785,M5911,"","","","",Genes up-regulated in response to alpha interferon proteins.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INTERFERON_ALPHA_RESPONSE,Trim21,20821,ENSMUSG00000030966,TRIM21,6737,ENSG00000132109,M5911,"","","","",Genes up-regulated in response to alpha interferon proteins.,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,10
H,"",HALLMARK_INTERFERON_ALPHA_RESPONSE,Trim25,217069,ENSMUSG00000000275,TRIM25,7706,ENSG00000121060,M5911,"","","","",Genes up-regulated in response to alpha interferon proteins.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_INTERFERON_ALPHA_RESPONSE,Trim26,22670,ENSMUSG00000024457,TRIM26,7726,ENSG00000234127,M5911,"","","","",Genes up-regulated in response to alpha interferon proteins.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INTERFERON_ALPHA_RESPONSE,Trim12c,319236,ENSMUSG00000057143,TRIM5,85363,ENSG00000132256,M5911,"","","","",Genes up-regulated in response to alpha interferon proteins.,10090,Ensembl|HomoloGene|OMA|OrthoDB|Panther|Treefam,6
H,"",HALLMARK_INTERFERON_ALPHA_RESPONSE,Trim5,667823,ENSMUSG00000060441,TRIM5,85363,ENSG00000132256,M5911,"","","","",Genes up-regulated in response to alpha interferon proteins.,10090,Ensembl|HGNC|HomoloGene|OMA|OrthoDB|Panther,6
H,"",HALLMARK_INTERFERON_ALPHA_RESPONSE,Txnip,56338,ENSMUSG00000038393,TXNIP,10628,ENSG00000265972,M5911,"","","","",Genes up-regulated in response to alpha interferon proteins.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB,11
H,"",HALLMARK_INTERFERON_ALPHA_RESPONSE,Uba7,74153,ENSMUSG00000032596,UBA7,7318,ENSG00000182179,M5911,"","","","",Genes up-regulated in response to alpha interferon proteins.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INTERFERON_ALPHA_RESPONSE,Ube2l6,56791,ENSMUSG00000027078,UBE2L6,9246,ENSG00000156587,M5911,"","","","",Genes up-regulated in response to alpha interferon proteins.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_INTERFERON_ALPHA_RESPONSE,Usp18,24110,ENSMUSG00000030107,USP18,11274,ENSG00000184979,M5911,"","","","",Genes up-regulated in response to alpha interferon proteins.,10090,Ensembl|HGNC|HomoloGene|NCBI|OMA|OrthoDB|OrthoMCL|Panther,8
H,"",HALLMARK_INTERFERON_ALPHA_RESPONSE,Wars,22375,ENSMUSG00000021266,WARS1,7453,ENSG00000140105,M5911,"","","","",Genes up-regulated in response to alpha interferon proteins.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Adar,56417,ENSMUSG00000027951,ADAR,103,ENSG00000160710,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,11
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Apol6,71939,ENSMUSG00000033576,APOL6,80830,ENSG00000221963,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Arid5b,71371,ENSMUSG00000019947,ARID5B,84159,ENSG00000150347,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Arl4a,11861,ENSMUSG00000047446,ARL4A,10124,ENSG00000122644,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Auts2,319974,ENSMUSG00000029673,AUTS2,26053,ENSG00000158321,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther,9
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,B2m,12010,ENSMUSG00000060802,B2M,567,ENSG00000166710,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther,9
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Bank1,242248,ENSMUSG00000037922,BANK1,55024,ENSG00000153064,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Batf2,74481,ENSMUSG00000039699,BATF2,116071,ENSG00000168062,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Bpgm,12183,ENSMUSG00000038871,BPGM,669,ENSG00000172331,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Bst2,69550,ENSMUSG00000046718,BST2,684,ENSG00000130303,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,11
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Btg1,12226,ENSMUSG00000036478,BTG1,694,ENSG00000133639,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,10
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,C1rb,667277,ENSMUSG00000098470,C1R,715,ENSG00000159403,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,Ensembl|HGNC|HomoloGene|Inparanoid|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB,9
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,C1s2,317677,ENSMUSG00000079343,C1S,716,ENSG00000182326,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,Ensembl|HGNC|HomoloGene|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,10
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Casp1,12362,ENSMUSG00000025888,CASP1,834,ENSG00000137752,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,11
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Casp3,12367,ENSMUSG00000031628,CASP3,836,ENSG00000164305,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Casp4,12363,ENSMUSG00000033538,CASP4,837,ENSG00000196954,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|HGNC|HomoloGene|OMA|OrthoDB|OrthoMCL|Panther|Treefam,8
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Casp7,12369,ENSMUSG00000025076,CASP7,840,ENSG00000165806,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Casp8,12370,ENSMUSG00000026029,CASP8,841,ENSG00000064012,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Ccl2,20296,ENSMUSG00000035385,CCL2,6347,ENSG00000108691,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,Ensembl|HGNC|NCBI|OrthoDB|Panther,5
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Ccl5,20304,ENSMUSG00000035042,CCL5,6352,ENSG00000271503,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|HGNC|HomoloGene|Inparanoid|NCBI|Panther|PhylomeDB,7
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Ccl7,20306,ENSMUSG00000035373,CCL7,6354,ENSG00000108688,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|OMA|OrthoDB|Panther|PhylomeDB|Treefam,8
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Cd274,60533,ENSMUSG00000016496,CD274,29126,ENSG00000120217,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Cd38,12494,ENSMUSG00000029084,CD38,952,ENSG00000004468,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Cd40,21939,ENSMUSG00000017652,CD40,958,ENSG00000101017,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoMCL|Panther|PhylomeDB|Treefam,11
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Cd69,12515,ENSMUSG00000030156,CD69,969,ENSG00000110848,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Cd74,16149,ENSMUSG00000024610,CD74,972,ENSG00000019582,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Cd86,12524,ENSMUSG00000022901,CD86,942,ENSG00000114013,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Cdkn1a,12575,ENSMUSG00000023067,CDKN1A,1026,ENSG00000124762,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Cfb,14962,ENSMUSG00000090231,CFB,629,ENSG00000243649,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,Ensembl|HGNC|HomoloGene|NCBI|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,9
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Cfh,12628,ENSMUSG00000026365,CFH,3075,ENSG00000000971,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,HGNC|HomoloGene|Inparanoid|NCBI|OrthoDB|OrthoMCL|Panther|Treefam,8
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Ciita,12265,ENSMUSG00000022504,CIITA,4261,ENSG00000179583,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Cmklr1,14747,ENSMUSG00000042190,CMKLR1,1240,ENSG00000174600,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Cmpk2,22169,ENSMUSG00000020638,CMPK2,129607,ENSG00000134326,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Cmtr1,74157,ENSMUSG00000024019,CMTR1,23070,ENSG00000137200,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,11
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Csf2rb2,12984,ENSMUSG00000071714,CSF2RB,1439,ENSG00000100368,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,11
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Cxcl10,15945,ENSMUSG00000034855,CXCL10,3627,ENSG00000169245,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Cxcl11,56066,ENSMUSG00000060183,CXCL11,6373,ENSG00000169248,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,Ensembl|HGNC|Inparanoid|OMA|Panther,5
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Cxcl9,17329,ENSMUSG00000029417,CXCL9,4283,ENSG00000138755,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,10
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Ddx58,230073,ENSMUSG00000040296,DDX58,23586,ENSG00000107201,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Ddx60,234311,ENSMUSG00000037921,DDX60,55601,ENSG00000137628,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Dhx58,80861,ENSMUSG00000017830,DHX58,79132,ENSG00000108771,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Eif2ak2,19106,ENSMUSG00000024079,EIF2AK2,5610,ENSG00000055332,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Eif4e3,66892,ENSMUSG00000093661,EIF4E3,317649,ENSG00000163412,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB,11
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Epsti1,108670,ENSMUSG00000022014,EPSTI1,94240,ENSG00000133106,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,10
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Fas,14102,ENSMUSG00000024778,FAS,355,ENSG00000026103,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Fcgr1,14129,ENSMUSG00000015947,FCGR1A,2209,ENSG00000150337,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,11
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Fgl2,14190,ENSMUSG00000039899,FGL2,10875,ENSG00000127951,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Fpr1,14293,ENSMUSG00000045551,FPR1,2357,ENSG00000171051,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Gbp3,55932,ENSMUSG00000028268,GBP4,115361,ENSG00000162654,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,EggNOG|HomoloGene|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,8
H,"",HALLMARK_INTERFERON_GAMMA_RESPONSE,Gbp10,626578,ENSMUSG00000105096,GBP6,163351,ENSG00000183347,M5913,"","","","",Genes up-regulated in response to IFNG [GeneID=3458].,10090,Ensembl|HomoloGene|OMA|OrthoDB|OrthoMCL|Panther|Treefam,7
